Date,Source,Site ID,POC,Daily Mean PM10 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
11/12/2024,AirNow,60374009,3,30,ug/m3 SC,28,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/13/2024,AirNow,60374009,3,34,ug/m3 SC,31,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/14/2024,AirNow,60374009,3,39,ug/m3 SC,36,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/21/2024,AirNow,60374009,3,35,ug/m3 SC,32,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/22/2024,AirNow,60374009,3,30,ug/m3 SC,28,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/23/2024,AirNow,60374009,3,22,ug/m3 SC,20,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/24/2024,AirNow,60374009,3,7,ug/m3 SC,6,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/25/2024,AirNow,60374009,3,28,ug/m3 SC,26,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/26/2024,AirNow,60374009,3,16,ug/m3 SC,15,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/27/2024,AirNow,60374009,3,11,ug/m3 SC,10,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/28/2024,AirNow,60374009,3,22,ug/m3 SC,20,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/29/2024,AirNow,60374009,3,28,ug/m3 SC,26,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
11/30/2024,AirNow,60374009,3,22,ug/m3 SC,20,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/1/2024,AirNow,60374009,3,31,ug/m3 SC,29,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/2/2024,AirNow,60374009,3,44,ug/m3 SC,41,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/3/2024,AirNow,60374009,3,33,ug/m3 SC,31,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/4/2024,AirNow,60374009,3,31,ug/m3 SC,29,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/5/2024,AirNow,60374009,3,47,ug/m3 SC,44,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/6/2024,AirNow,60374009,3,36,ug/m3 SC,33,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/7/2024,AirNow,60374009,3,40,ug/m3 SC,37,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/8/2024,AirNow,60374009,3,30,ug/m3 SC,28,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/9/2024,AirNow,60374009,3,35,ug/m3 SC,32,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/10/2024,AirNow,60374009,3,70,ug/m3 SC,58,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/11/2024,AirNow,60374009,3,49,ug/m3 SC,45,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/12/2024,AirNow,60374009,3,54,ug/m3 SC,50,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/13/2024,AirNow,60374009,3,33,ug/m3 SC,31,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/14/2024,AirNow,60374009,3,33,ug/m3 SC,31,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/15/2024,AirNow,60374009,3,28,ug/m3 SC,26,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/16/2024,AirNow,60374009,3,54,ug/m3 SC,50,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/17/2024,AirNow,60374009,3,41,ug/m3 SC,38,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/18/2024,AirNow,60374009,3,55,ug/m3 SC,51,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/19/2024,AirNow,60374009,3,16,ug/m3 SC,15,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/20/2024,AirNow,60374009,3,30,ug/m3 SC,28,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/21/2024,AirNow,60374009,3,23,ug/m3 SC,21,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/22/2024,AirNow,60374009,3,41,ug/m3 SC,38,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/23/2024,AirNow,60374009,3,43,ug/m3 SC,40,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/25/2024,AirNow,60374009,3,26,ug/m3 SC,24,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/26/2024,AirNow,60374009,3,28,ug/m3 SC,26,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/27/2024,AirNow,60374009,3,16,ug/m3 SC,15,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/28/2024,AirNow,60374009,3,28,ug/m3 SC,26,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/29/2024,AirNow,60374009,3,37,ug/m3 SC,34,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/30/2024,AirNow,60374009,3,37,ug/m3 SC,34,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
12/31/2024,AirNow,60374009,3,59,ug/m3 SC,53,Signal Hill (LBSH),1,100,81102,PM10 Total 0-10um STP,,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,33.793713,-118.171019
1/1/2024,AQS,60376012,1,9,ug/m3 SC,8,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
1/7/2024,AQS,60376012,1,5,ug/m3 SC,5,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
1/13/2024,AQS,60376012,1,15,ug/m3 SC,14,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
1/19/2024,AQS,60376012,1,20,ug/m3 SC,19,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
1/25/2024,AQS,60376012,1,9,ug/m3 SC,8,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
1/31/2024,AQS,60376012,1,21,ug/m3 SC,19,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
2/6/2024,AQS,60376012,1,3,ug/m3 SC,3,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
2/12/2024,AQS,60376012,1,8,ug/m3 SC,7,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
2/18/2024,AQS,60376012,1,4,ug/m3 SC,4,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
2/24/2024,AQS,60376012,1,9,ug/m3 SC,8,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
3/1/2024,AQS,60376012,1,5,ug/m3 SC,5,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
3/7/2024,AQS,60376012,1,6,ug/m3 SC,6,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
3/13/2024,AQS,60376012,1,15,ug/m3 SC,14,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
3/19/2024,AQS,60376012,1,18,ug/m3 SC,17,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
3/25/2024,AQS,60376012,1,6,ug/m3 SC,6,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
3/31/2024,AQS,60376012,1,2,ug/m3 SC,2,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
4/6/2024,AQS,60376012,1,7,ug/m3 SC,6,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
4/12/2024,AQS,60376012,1,26,ug/m3 SC,24,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
4/18/2024,AQS,60376012,1,20,ug/m3 SC,19,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
4/24/2024,AQS,60376012,1,14,ug/m3 SC,13,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
4/30/2024,AQS,60376012,1,30,ug/m3 SC,28,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
5/6/2024,AQS,60376012,1,13,ug/m3 SC,12,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
5/12/2024,AQS,60376012,1,20,ug/m3 SC,19,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
5/18/2024,AQS,60376012,1,13,ug/m3 SC,12,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
5/24/2024,AQS,60376012,1,20,ug/m3 SC,19,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
5/30/2024,AQS,60376012,1,30,ug/m3 SC,28,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
6/5/2024,AQS,60376012,1,34,ug/m3 SC,31,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
6/11/2024,AQS,60376012,1,25,ug/m3 SC,23,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
6/17/2024,AQS,60376012,1,48,ug/m3 SC,44,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
6/23/2024,AQS,60376012,1,18,ug/m3 SC,17,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
6/29/2024,AQS,60376012,1,30,ug/m3 SC,28,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
7/5/2024,AQS,60376012,1,50,ug/m3 SC,46,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
7/11/2024,AQS,60376012,1,44,ug/m3 SC,41,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
7/17/2024,AQS,60376012,1,30,ug/m3 SC,28,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
7/23/2024,AQS,60376012,1,35,ug/m3 SC,32,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
7/29/2024,AQS,60376012,1,22,ug/m3 SC,20,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
8/4/2024,AQS,60376012,1,20,ug/m3 SC,19,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
8/10/2024,AQS,60376012,1,27,ug/m3 SC,25,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
8/16/2024,AQS,60376012,1,30,ug/m3 SC,28,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
8/22/2024,AQS,60376012,1,28,ug/m3 SC,26,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
8/29/2024,AQS,60376012,1,29,ug/m3 SC,27,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
9/3/2024,AQS,60376012,1,24,ug/m3 SC,22,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
9/9/2024,AQS,60376012,1,27,ug/m3 SC,25,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
9/15/2024,AQS,60376012,1,13,ug/m3 SC,12,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
9/21/2024,AQS,60376012,1,70,ug/m3 SC,58,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
9/27/2024,AQS,60376012,1,36,ug/m3 SC,33,Santa Clarita,1,100,81102,PM10 Total 0-10um STP,141,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284
1/1/2024,AQS,60379035,1,4,ug/m3 SC,4,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/2/2024,AQS,60379035,1,10,ug/m3 SC,9,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/3/2024,AQS,60379035,1,4,ug/m3 SC,4,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/4/2024,AQS,60379035,1,2,ug/m3 SC,2,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/5/2024,AQS,60379035,1,10,ug/m3 SC,9,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/6/2024,AQS,60379035,1,11,ug/m3 SC,10,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/7/2024,AQS,60379035,1,6,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/8/2024,AQS,60379035,1,7,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/9/2024,AQS,60379035,1,7,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/10/2024,AQS,60379035,1,11,ug/m3 SC,10,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/11/2024,AQS,60379035,1,7,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/12/2024,AQS,60379035,1,6,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/13/2024,AQS,60379035,1,6,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/14/2024,AQS,60379035,1,4,ug/m3 SC,4,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/15/2024,AQS,60379035,1,6,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/16/2024,AQS,60379035,1,9,ug/m3 SC,8,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/17/2024,AQS,60379035,1,6,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/18/2024,AQS,60379035,1,8,ug/m3 SC,7,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/19/2024,AQS,60379035,1,10,ug/m3 SC,9,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/20/2024,AQS,60379035,1,7,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/21/2024,AQS,60379035,1,4,ug/m3 SC,4,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/22/2024,AQS,60379035,1,3,ug/m3 SC,3,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/23/2024,AQS,60379035,1,1,ug/m3 SC,1,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/24/2024,AQS,60379035,1,8,ug/m3 SC,7,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/25/2024,AQS,60379035,1,3,ug/m3 SC,3,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/26/2024,AQS,60379035,1,7,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/27/2024,AQS,60379035,1,5,ug/m3 SC,5,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/28/2024,AQS,60379035,1,4,ug/m3 SC,4,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/29/2024,AQS,60379035,1,6,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/30/2024,AQS,60379035,1,7,ug/m3 SC,6,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
1/31/2024,AQS,60379035,1,12,ug/m3 SC,11,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
2/1/2024,AQS,60379035,1,4,ug/m3 SC,4,Lancaster - Fairgrounds,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.725389,-118.178601
